,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Res,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution,CycleDays
126,The APP ART,,THEAPP-1863,Feature,Done,16.08.2022 15:36,Pikachu|,,07.09.2022 10:48,Done ,2022-09-23 08:47:00,0,31392,0,22919,0,0,0,60838,Done ,37.72
149,The APP ART,,THEAPP-1816,Feature,E2E Test,25.07.2022 11:11,App ART Funnel|CR|Greatwall|Release 3.2|Release 4.0|SPECTRE|,,25.07.2022 13:39,Done ,2022-09-28 10:01:00,0,21530,0,96694,0,0,0,28867,Done ,82.1
150,The APP ART,,THEAPP-1815,Feature,Done,22.07.2022 16:49,BOND|,,02.08.2022 17:06,Done ,2022-10-18 11:48:00,0,15856,29751,80809,0,0,0,24656,Done ,87.79
161,The APP ART,,THEAPP-1794,Feature,Blocker,03.07.2022 12:56,Greatwall|,,05.07.2022 10:50,Done ,2022-09-20 11:19:00,0,2753,110897,12,63727,0,0,1277,Done ,123.19
210,The APP ART,,THEAPP-1735,Feature,Done,17.05.2022 16:16,2022|Android|App ART Funnel|Backend|Design|iOS|P&S|Release 2.0|Release 3.0|Release 3.1|Skywalker|Stark|,,05.08.2022 22:31,Done ,2022-08-05 22:31:00,0,115575,0,0,0,0,0,130573,Done ,80.26
211,The APP ART,,THEAPP-1734,Feature,Done,11.05.2022 15:00,App ART Funnel|Lebowski|P&S|,,11.05.2022 15:04,Done ,2022-08-04 15:02:00,0,3,39021,83375,0,0,0,132462,Done ,85.0
214,The APP ART,,THEAPP-1720,Feature,Done,10.05.2022 08:20,Greatwall|,,12.07.2022 11:35,Done ,2022-08-10 15:45:00,0,90914,0,42010,0,0,0,123779,Done ,92.31
219,The APP ART,,THEAPP-1711,Feature,Done,27.04.2022 08:18,,,27.06.2022 19:14,Done ,2022-08-10 11:27:00,0,151389,0,0,0,0,0,124037,Done ,105.13
227,The APP ART,,THEAPP-1687,Feature,Done,13.04.2022 08:06,Greatwall|,,15.04.2022 11:20,Done ,2022-08-10 15:47:00,0,3073,95238,73508,0,0,0,123777,Done ,119.32
229,The APP ART,,THEAPP-1681,Feature,Done,11.04.2022 09:16,Greatwall|,,12.04.2022 11:13,Done ,2022-07-06 15:53:00,0,1557,0,122680,0,0,0,174171,Done ,86.28
230,The APP ART,,THEAPP-1678,Feature,Done,07.04.2022 14:24,Stromberg|,,19.04.2022 09:23,Done ,2022-08-05 22:39:00,0,16978,30828,125486,0,0,0,130565,Done ,120.34
235,The APP ART,,THEAPP-1660,Feature,Done,05.04.2022 02:44,Bullitt|,,11.04.2022 09:58,Done ,2022-08-18 21:35:00,0,195530,0,0,0,0,0,111909,Done ,135.78
239,The APP ART,,THEAPP-1656,Feature,Done,04.04.2022 17:08,BOND|Griffin|,,08.08.2022 10:23,Done ,2022-10-11 08:39:00,0,181035,10347,81707,0,0,0,34926,Done ,189.65
253,The APP ART,,THEAPP-1631,Feature,Done,30.03.2022 17:37,Bullitt|,,16.08.2022 19:23,Done ,2022-08-18 21:28:00,0,200265,0,3004,0,0,0,111916,Done ,141.16
259,The APP ART,,THEAPP-1625,Feature,Done,30.03.2022 17:10,Bullitt|,,16.08.2022 19:26,Done ,2022-09-19 18:20:00,0,200295,0,48893,0,0,0,66025,Done ,173.05
261,The APP ART,,THEAPP-1623,Feature,Done,30.03.2022 17:04,Bullitt|,,16.08.2022 19:25,Done ,2022-09-19 18:20:00,0,200300,0,48894,0,0,0,66025,Done ,173.05
266,The APP ART,,THEAPP-1618,Feature,Done,29.03.2022 17:40,Callahan|,,15.06.2022 11:20,Done ,2022-08-12 14:53:00,0,111940,83732,0,0,0,0,120952,Done ,135.88
267,The APP ART,,THEAPP-1617,Feature,Done,29.03.2022 17:39,Callahan|,,15.06.2022 11:20,Done ,2022-08-12 14:52:00,0,111940,83732,0,0,0,0,120952,Done ,135.88
268,The APP ART,,THEAPP-1616,Feature,Done,29.03.2022 17:39,Callahan|,,08.08.2022 14:41,Done ,2022-08-08 14:41:00,0,189902,0,0,0,0,0,126722,Done ,131.88
275,The APP ART,,THEAPP-1609,Feature,Done,29.03.2022 10:35,Lebowski|,,27.06.2022 09:05,Done ,2022-06-27 09:05:00,0,129510,0,0,0,0,0,187540,Done ,89.94
280,The APP ART,,THEAPP-1604,Feature,Done,24.03.2022 19:30,BOND|Lebowski|Skywalker|,,30.03.2022 14:10,Done ,2022-09-16 16:16:00,0,18263,51776,122316,60887,0,0,70469,Done ,175.86
282,The APP ART,,THEAPP-1602,Feature,Backlog,21.03.2022 13:04,App ART Funnel|CR|VICI|,,30.03.2022 19:28,Done ,2022-06-24 13:51:00,4375,43142,269436,11428,0,0,0,37,Done ,225.0
289,The APP ART,,THEAPP-1594,Feature,Done,17.03.2022 09:44,Android|BOND|Greatwall|Mario|Pikachu|SPECTRE|Stark|Stromberg|VICI|,,08.06.2022 13:30,Done ,2022-09-27 16:22:00,0,199214,9926,70617,0,0,0,54622,Done ,194.28
293,The APP ART,,THEAPP-1590,Feature,Done,15.03.2022 18:10,Lebowski|,,17.08.2022 14:22,Done ,2022-08-17 14:22:00,0,222972,0,0,0,0,0,113782,Done ,154.84
298,The APP ART,,THEAPP-1583,Feature,Done,01.03.2022 16:11,Android|Greatwall|Lebowski|Mario|Pikachu|Skywalker|SPECTRE|Stark|Stromberg|VICI|,,23.06.2022 09:32,Done ,2022-09-27 16:30:00,0,230215,1573,70630,0,0,0,54614,Done ,210.01
303,The APP ART,,THEAPP-1577,Feature,Done,22.02.2022 16:08,App ART Funnel|Griffin|,,02.03.2022 12:43,Done ,2022-09-05 13:40:00,0,11315,109475,159861,0,0,0,86464,Done ,194.9
309,The APP ART,,THEAPP-1571,Feature,Done,17.02.2022 11:36,Android|App ART Funnel|C3PO|iOS|Pikachu|,,28.03.2022 16:58,Done ,2022-03-28 16:58:00,0,56482,0,0,0,0,0,318106,Done ,39.22
312,The APP ART,,THEAPP-1556,Feature,Done,15.02.2022 17:45,Greatwall|,,22.02.2022 10:17,Done ,2022-05-03 13:03:00,0,9631,0,100964,0,0,0,266502,Done ,76.8
315,The APP ART,,THEAPP-1553,Feature,Done,11.02.2022 16:35,Lebowski|Mario|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,15.02.2022 18:37,Done ,2022-04-19 11:26:00,0,5882,9634,80653,0,0,0,286758,Done ,66.78
320,The APP ART,,THEAPP-1548,Feature,Done,08.02.2022 16:05,Pikachu|,,10.03.2022 08:51,Done ,2022-05-17 13:02:00,0,90347,50589,0,0,0,0,246342,Done ,97.87
322,The APP ART,,THEAPP-1546,Feature,Done,07.02.2022 09:10,App ART Funnel|Greatwall|,,20.06.2022 14:38,Done ,2022-10-11 08:43:00,0,191847,0,162364,0,0,0,34922,Done ,245.98
325,The APP ART,,THEAPP-1542,Feature,Done,03.02.2022 13:11,VICI|,,21.02.2022 22:30,Done ,2022-09-02 14:17:00,0,109375,62180,132346,0,3,0,90747,Done ,211.04
326,The APP ART,,THEAPP-1541,Feature,Done,01.02.2022 11:49,SPECTRE|,,02.02.2022 13:53,Done ,2022-05-05 15:11:00,0,2709,67853,63559,0,0,0,263493,Done ,93.14
327,The APP ART,,THEAPP-1539,Feature,Done,28.01.2022 13:07,App ART Funnel|Greatwall|,,15.07.2022 13:51,Done ,2022-09-27 04:05:00,0,241963,0,105973,0,0,0,55360,Done ,241.62
333,The APP ART,,THEAPP-1533,Feature,Done,28.01.2022 12:30,App ART Funnel|Greatwall|,,12.04.2022 11:10,Done ,2022-09-22 08:26:00,0,106479,0,234555,0,0,0,62299,Done ,236.83
335,The APP ART,,THEAPP-1531,Feature,Done,27.01.2022 14:36,Greatwall|Release 2.0|Release 3.0|Release 3.1|,,22.02.2022 10:18,Done ,2022-05-23 05:01:00,0,37181,70612,58670,0,0,0,238184,Done ,115.6
341,The APP ART,,THEAPP-1518,Feature,Done,19.01.2022 16:01,App ART Funnel|Greatwall|,,12.04.2022 11:11,Done ,2022-07-04 10:50:00,0,119229,0,119499,0,0,0,177354,Done ,165.78
345,The APP ART,,THEAPP-1514,Feature,Done,18.01.2022 17:23,Android|iOS|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 3b|Release 4.0|Stromberg|,,19.01.2022 11:58,Done ,2022-08-05 22:35:00,0,52703,138447,95720,0,0,0,130570,Done ,199.22
347,The APP ART,,THEAPP-1512,Feature,E2E Test,17.01.2022 14:09,App ART Funnel|Greatwall|P&S|Release 2.0|Release 3.1|,,12.04.2022 14:30,Done ,2022-05-23 05:03:00,0,122421,58472,226307,0,0,0,11873,Done ,282.78
348,The APP ART,,THEAPP-1511,Feature,Done,17.01.2022 12:08,SPECTRE|,,16.03.2022 12:05,Done ,2022-06-07 10:27:00,0,123810,57862,21265,0,0,0,216257,Done ,140.93
354,The APP ART,,THEAPP-1504,Feature,Done,13.01.2022 08:32,C3PO|Pikachu|,,18.02.2022 14:57,Done ,2022-05-03 13:41:00,0,52224,106484,0,0,0,0,266463,Done ,110.21
359,The APP ART,,THEAPP-1499,Feature,Done,13.01.2022 02:24,Bullitt|,,19.01.2022 09:23,Done ,2022-09-20 11:08:00,0,56670,41923,261929,0,0,0,65017,Done ,250.36
361,The APP ART,,THEAPP-1497,Feature,Blocker,13.01.2022 02:06,Bullitt|,,19.01.2022 09:23,Done ,2022-09-30 11:43:00,0,56686,41924,261962,64983,0,0,0,Done ,295.52
362,The APP ART,,THEAPP-1496,Feature,Blocker,13.01.2022 01:54,Bullitt|,,19.01.2022 09:22,Done ,2022-09-30 11:43:00,0,56699,41924,261962,64983,0,0,0,Done ,295.53
363,The APP ART,,THEAPP-1495,Feature,Blocker,12.01.2022 23:54,Bullitt|,,13.01.2022 17:12,Done ,2022-09-30 11:43:00,0,56817,72817,231069,64983,0,0,0,Done ,295.62
367,The APP ART,,THEAPP-1484,Feature,Done,21.12.2021 10:12,SPECTRE|,,13.01.2022 12:33,Done ,2022-05-03 13:36:00,0,33260,57590,100871,0,0,0,266468,Done ,133.14
372,The APP ART,,THEAPP-1476,Feature,Done,13.12.2021 11:45,Pikachu|,,13.01.2022 12:34,Done ,2022-10-20 09:58:00,0,63209,49506,335015,0,0,0,21887,Done ,310.92
378,The APP ART,,THEAPP-1469,Feature,Done,06.12.2021 09:44,VICI|,,06.12.2021 16:34,Done ,2022-05-03 11:47:00,0,13354,119324,80564,0,0,0,266577,Done ,148.08
380,The APP ART,,THEAPP-1467,Feature,Done,02.12.2021 12:14,App ART Funnel|BOND|P&S|,,31.03.2022 08:47,Done ,2022-10-18 19:05:00,0,358448,21533,31579,49454,193,0,24219,Done ,320.15
382,The APP ART,,THEAPP-1464,Feature,Funnel,30.11.2021 09:46,Android|App ART Funnel|Backend|Design|iOS|,,31.01.2022 15:14,Done ,2022-01-31 15:14:00,266570,89608,0,0,0,0,0,132280,Done ,62.23
385,The APP ART,,THEAPP-1460,Feature,Done,26.11.2021 15:33,2022|Android|App ART Funnel|Backend|Design|iOS|P&S|Release 2.0|Release 3.0|Release 3.1|Skywalker|Stark|,,27.01.2022 09:33,Done ,2022-08-05 22:32:00,0,146586,0,185215,31494,0,0,130572,Done ,252.29
394,The APP ART,,THEAPP-1448,Feature,Done,17.11.2021 08:43,Greatwall|Lebowski|,,04.07.2022 13:51,Done ,2022-07-04 13:51:00,0,330067,0,0,0,0,0,177174,Done ,229.21
395,The APP ART,,THEAPP-1447,Feature,Done,17.11.2021 08:37,Greatwall|VICI|,,11.07.2022 14:05,Done ,2022-07-11 14:05:00,0,340168,0,0,0,0,0,167080,Done ,236.23
402,The APP ART,,THEAPP-1436,Feature,Done,05.11.2021 15:04,BOND|,,26.11.2021 17:28,Done ,2022-10-18 11:42:00,0,97527,59102,342847,0,0,0,24662,Done ,346.86
410,The APP ART,,THEAPP-1414,Feature,Done,27.10.2021 20:20,App ART Funnel|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Skywalker|,,27.10.2021 20:22,Done ,2022-07-13 11:26:00,0,1,349455,22967,0,0,0,164359,Done ,258.63
411,The APP ART,,THEAPP-1406,Feature,Done,25.10.2021 07:36,Greatwall|,,28.10.2021 17:28,Done ,2021-12-14 13:25:00,0,4912,27105,40330,0,0,0,468079,Done ,50.24
412,The APP ART,,THEAPP-1405,Feature,Done,25.10.2021 05:06,Backend|Greatwall|,,28.10.2021 17:28,Done ,2021-12-14 13:25:00,0,5061,27106,40330,0,0,0,468079,Done ,50.35
413,The APP ART,,THEAPP-1404,Feature,Done,25.10.2021 04:52,Backend|Greatwall|,,28.10.2021 17:27,Done ,2021-12-15 04:37:00,0,5074,27107,41242,0,0,0,467167,Done ,50.99
414,The APP ART,,THEAPP-1403,Feature,Done,25.10.2021 04:46,Backend|Greatwall|,,28.10.2021 17:26,Done ,2021-12-14 13:25:00,0,5079,27108,40330,0,0,0,468079,Done ,50.36
426,The APP ART,,THEAPP-1386,Feature,Done,18.10.2021 14:54,App ART Funnel|P&S|Release 3.0|Release 3.1|Stromberg|,,28.10.2021 17:24,Done ,2021-10-28 17:24:00,90463,14550,80617,95721,0,0,0,268716,Done ,132.56
427,The APP ART,,THEAPP-1385,Feature,Done,18.10.2021 14:53,Lebowski|P&S|Release 2.0|Release 3.1|,,18.10.2021 14:55,Done ,2022-07-19 10:52:00,0,2,253530,38906,0,101879,0,155752,Done ,203.08
432,The APP ART,,THEAPP-1376,Feature,Done,14.10.2021 12:37,Lebowski|P&S|Release 3.0|Release 3.1|,,14.10.2021 12:38,Done ,2022-07-19 10:52:00,0,0,152446,150029,0,97737,0,155752,Done ,210.05
433,The APP ART,,THEAPP-1375,Feature,Done,14.10.2021 12:35,Lebowski|P&S|Release 3.0|Release 3.1|Skywalker|,,14.10.2021 12:37,Done ,2022-07-19 10:52:00,0,2,67611,234864,0,97738,0,155752,Done ,210.05
440,The APP ART,,THEAPP-1367,Feature,Done,12.10.2021 20:10,2022|CR|Mario|P&S|,,14.10.2021 20:21,Done ,2022-05-03 13:40:00,0,39980,200456,51492,0,0,0,266464,Done ,202.73
445,The APP ART,,THEAPP-1362,Feature,Done,07.10.2021 15:29,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Skywalker|,,29.03.2022 07:19,Done ,2022-03-29 07:19:00,0,248630,0,0,0,0,0,317245,Done ,172.66
448,The APP ART,,THEAPP-1357,Feature,Done,05.10.2021 16:05,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,06.10.2021 11:43,Done ,2021-12-14 13:21:00,0,1177,59121,40335,0,0,0,468083,Done ,69.88
453,The APP ART,,THEAPP-1341,Feature,Done,05.10.2021 14:00,Android|App ART Funnel|C3PO|iOS|,,22.03.2022 13:40,Done ,2022-05-13 10:55:00,0,241900,0,74714,0,0,0,252230,Done ,219.87
454,The APP ART,,THEAPP-1340,Feature,Done,05.10.2021 13:13,Griffin|,,07.10.2021 09:17,Done ,2022-04-05 11:37:00,0,10333,202534,49113,0,0,0,306907,Done ,181.93
461,The APP ART,,THEAPP-1330,Feature,Done,28.09.2021 17:46,VICI|,,29.09.2021 15:36,Done ,2022-02-18 11:51:00,0,41300,31953,37369,94941,0,0,373133,Done ,142.75
464,The APP ART,,THEAPP-1326,Feature,Done,28.09.2021 11:17,BOND|P&S|Release 2.0|Release 3.1|,,14.04.2022 09:59,Done ,2022-10-18 11:40:00,0,344128,40526,73696,96070,0,0,24664,Done ,385.01
465,The APP ART,,THEAPP-1325,Feature,Done,28.09.2021 08:51,Greatwall|Lebowski|,,28.10.2021 16:13,Done ,2022-03-29 12:19:00,0,43642,218646,0,0,0,0,316945,Done ,182.14
467,The APP ART,,THEAPP-1323,Feature,Done,27.09.2021 05:05,App ART Funnel|Greatwall|VICI|,,30.09.2021 08:02,Done ,2021-12-14 13:28:00,0,4659,90722,17440,0,0,0,468076,Done ,78.35
469,The APP ART,,THEAPP-1321,Feature,Done,22.09.2021 09:49,App ART Funnel|CR|VICI|,,29.09.2021 15:35,Done ,2021-11-14 10:08:00,0,47637,11608,17093,0,0,0,511477,Done ,53.01
471,The APP ART,,THEAPP-1319,Feature,Done,21.09.2021 17:13,App ART Funnel|VICI|,,29.09.2021 15:36,Done ,2022-01-24 16:48:00,0,51415,111078,17480,0,0,0,408836,Done ,124.98
472,The APP ART,,THEAPP-1318,Feature,Done,21.09.2021 13:47,App ART Funnel|SPECTRE|VICI|,,19.01.2022 09:51,Done ,2022-05-03 11:48:00,0,182646,53580,86214,0,0,0,266577,Done ,223.92
476,The APP ART,,THEAPP-1314,Feature,Done,16.09.2021 08:08,App ART Funnel|Backend|Griffin|,,31.01.2022 13:56,Done ,2022-01-31 13:56:00,0,197627,0,0,0,0,0,398929,Done ,137.24
490,The APP ART,,THEAPP-1288,Feature,Done,30.08.2021 18:36,Lebowski|Mario|,,08.09.2021 11:45,Done ,2022-05-10 09:46:00,0,15377,136965,211444,0,0,0,256619,Done ,252.63
492,The APP ART,,THEAPP-1286,Feature,Done,26.08.2021 10:41,Greatwall|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,12.04.2022 14:34,Done ,2022-08-10 15:48:00,0,329993,130822,42051,0,0,0,123776,Done ,349.21
494,The APP ART,,THEAPP-1283,Feature,Done,25.08.2021 09:58,App ART Funnel|Greatwall|,,28.10.2021 17:10,Done ,2021-12-08 10:47:00,0,92592,58657,0,0,0,0,476877,Done ,105.03
495,The APP ART,,THEAPP-1282,Feature,Done,25.08.2021 09:56,App ART Funnel|Greatwall|,,28.10.2021 17:10,Done ,2022-06-20 07:54:00,0,92593,58664,279179,0,0,0,197691,Done ,298.91
496,The APP ART,,THEAPP-1281,Feature,Done,25.08.2021 09:53,App ART Funnel|Greatwall|,,28.10.2021 16:59,Done ,2021-12-08 07:52:00,0,92585,58492,0,0,0,0,477053,Done ,104.91
497,The APP ART,,THEAPP-1277,Feature,Done,24.08.2021 14:16,Greatwall|Stromberg|,,08.09.2021 15:16,Done ,2022-02-24 03:37:00,0,93762,102144,68412,0,0,0,364987,Done ,183.55
500,The APP ART,,THEAPP-1274,Feature,Done,24.08.2021 08:50,Greatwall|,,13.01.2022 12:44,Done ,2022-05-24 04:43:00,0,332984,59888,0,0,0,0,236761,Done ,272.83
501,The APP ART,,THEAPP-1273,Feature,Done,23.08.2021 22:08,Greatwall|,,12.04.2022 14:35,Done ,2022-08-10 15:48:00,0,445603,18843,42052,0,0,0,123776,Done ,351.73
510,The APP ART,,THEAPP-1263,Feature,Done,23.08.2021 16:26,Greatwall|,,08.09.2021 15:05,Done ,2022-08-10 15:49:00,0,63076,0,50388,393377,0,0,123776,Done ,351.97
512,The APP ART,,THEAPP-1261,Feature,Done,23.08.2021 15:43,Greatwall|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|,,08.09.2021 15:09,Done ,2022-06-13 08:01:00,0,63119,0,0,359776,0,0,207764,Done ,293.68
519,The APP ART,,THEAPP-1254,Feature,Done,12.08.2021 10:19,Lebowski|,,07.07.2022 09:22,Done ,2022-07-25 12:25:00,0,489786,5,10012,0,0,0,147020,Done ,347.09
520,The APP ART,,THEAPP-1253,Feature,Done,11.08.2021 12:28,App ART Funnel|CR|Lebowski|Mario|P&S|,,11.08.2021 12:33,Done ,2022-04-12 16:26:00,11365,78441,231122,30667,0,0,0,296538,Done ,236.27
521,The APP ART,,THEAPP-1252,Feature,Done,10.08.2021 13:52,App ART Funnel|Lebowski|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,10.08.2021 15:05,Done ,2021-09-28 17:43:00,0,72,0,70718,0,0,0,578701,Done ,49.16
522,The APP ART,,THEAPP-1251,Feature,Done,09.08.2021 13:39,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|Stromberg|,,09.08.2021 13:46,Done ,2022-07-13 11:24:00,0,34514,362761,89307,0,0,0,164360,Done ,337.9
523,The APP ART,,THEAPP-1250,Feature,Done,09.08.2021 13:26,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,09.08.2021 13:38,Done ,2022-05-31 12:09:00,0,34528,148314,241878,0,0,0,226235,Done ,294.94
524,The APP ART,,THEAPP-1248,Feature,Done,06.08.2021 16:38,Mario|,,26.01.2022 11:35,Done ,2022-01-26 11:35:00,0,248816,0,0,0,0,0,406270,Done ,172.79
525,The APP ART,,THEAPP-1247,Feature,Done,05.08.2021 16:04,App ART Funnel|P&S|Release 3.0|Release 3.1|Skywalker|,,25.08.2021 11:53,Done ,2021-12-14 13:21:00,0,40131,87854,60489,0,0,0,468083,Done ,130.88
526,The APP ART,,THEAPP-1246,Feature,Done,05.08.2021 11:59,App ART Funnel|VICI|,,20.04.2022 14:05,Done ,2022-09-02 14:17:00,0,371646,77983,116427,0,0,0,90747,Done ,393.09
527,The APP ART,,THEAPP-1245,Feature,Done,03.08.2021 12:11,Griffin|Skywalker|,,09.12.2021 08:17,Done ,2022-07-15 07:48:00,0,233060,70591,194324,0,0,0,161696,Done ,345.82
528,The APP ART,,THEAPP-1236,Feature,Done,30.07.2021 13:23,PCS|Pikachu|,,11.10.2021 10:18,Done ,2022-09-23 08:49:00,0,104934,382986,74814,0,41790,0,60835,Done ,390.79
529,The APP ART,,THEAPP-1231,Feature,Done,28.07.2021 13:15,Android|iOS|Mario|P&S|PCS|Pikachu|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Release 4.0|Stromberg|,,10.08.2021 08:30,Done ,2021-11-30 13:07:00,0,18434,0,161556,0,0,0,488257,Done ,124.99
531,The APP ART,,THEAPP-1224,Feature,Done,26.07.2021 17:24,App ART Funnel|Backend|Griffin|,,10.09.2021 09:43,Done ,2022-10-18 11:33:00,0,92193,171076,382937,0,0,0,24672,Done ,448.75
532,The APP ART,,THEAPP-1223,Feature,Done,26.07.2021 17:18,App ART Funnel|Backend|Release 3.0|Release 3.1|Release 3.2|Stark|,,18.01.2022 15:56,Done ,2022-03-17 16:48:00,0,303553,20110,13265,0,0,0,333957,Done ,233.98
533,The APP ART,,THEAPP-1222,Feature,Done,26.07.2021 16:47,App ART Funnel|Backend|Release 3.0|Release 3.1|Release 3.2|Stark|,,18.01.2022 15:56,Done ,2022-03-17 16:48:00,0,303448,133,33377,0,0,0,333957,Done ,234.0
537,The APP ART,,THEAPP-1218,Feature,Done,23.07.2021 12:21,Greatwall|,,08.09.2021 15:10,Done ,2022-03-02 05:05:00,0,319243,0,0,0,0,0,356260,Done ,221.7
538,The APP ART,,THEAPP-1217,Feature,Done,21.07.2021 16:52,Lebowski|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,21.07.2021 17:38,Done ,2021-09-07 13:17:00,0,45,28424,40433,0,0,0,609208,Done ,47.85
540,The APP ART,,THEAPP-1214,Feature,Done,20.07.2021 15:27,App ART Funnel|Greatwall|VICI|,,05.08.2021 16:53,Done ,2022-04-12 11:11:00,0,23125,112006,158089,109635,0,0,276777,Done ,279.76
541,The APP ART,,THEAPP-1213,Feature,Done,20.07.2021 15:26,App ART Funnel|Greatwall|,,05.08.2021 16:53,Done ,2021-12-01 09:56:00,0,23126,97458,171274,20269,0,0,367506,Done ,216.75
542,The APP ART,,THEAPP-1212,Feature,Done,20.07.2021 15:17,App ART Funnel|Greatwall|,,05.08.2021 16:54,Done ,2021-11-26 12:40:00,0,23136,149333,13132,0,0,0,494044,Done ,128.89
543,The APP ART,,THEAPP-1211,Feature,Done,20.07.2021 15:14,App ART Funnel|Greatwall|Griffin|Lebowski|,,08.09.2021 15:15,Done ,2022-03-10 11:38:00,0,103408,90732,129610,11550,0,0,344346,Done ,232.85
544,The APP ART,,THEAPP-1210,Feature,Done,20.07.2021 14:59,App ART Funnel|Greatwall|,,05.08.2021 16:54,Done ,2021-11-26 13:16:00,0,30774,89837,32020,33023,0,0,494008,Done ,128.93
545,The APP ART,,THEAPP-1209,Feature,Done,20.07.2021 14:57,Greatwall|,,28.10.2021 16:51,Done ,2021-12-02 10:47:00,0,144114,27144,22891,0,0,0,485518,Done ,134.83
