,Project,Group,Key,Issuetype,Status,Created Date,Component,Category,First Date,Res,Closed Date,Funnel,In Analysis,Backlog,In Implementation,Blocker,Completed,Monitoring,Done,Resolution,CycleDays
796,The APP ART,,THEAPP-375,Feature,Done,16.11.2020 11:22,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:35,Done ,2021-04-09 13:21:00,0,124273,0,83206,0,0,0,826643,Done ,144.08
797,The APP ART,,THEAPP-374,Feature,Done,16.11.2020 11:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,2021-03-03 14:37:00,0,124284,0,30012,0,0,0,879847,Done ,107.15
798,The APP ART,,THEAPP-373,Feature,Done,16.11.2020 11:00,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,2021-04-22 14:28:00,0,124284,0,102003,0,0,0,807857,Done ,157.14
799,The APP ART,,THEAPP-372,Feature,Done,16.11.2020 10:59,App ART Funnel|P&S|Release 3.1|,,10.02.2021 18:25,Done ,2021-03-19 11:25:00,0,124285,0,52860,0,0,0,856999,Done ,123.02
801,The APP ART,,THEAPP-369,Feature,Done,16.11.2020 07:34,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:25,Done ,2022-02-25 10:25:00,0,671210,0,0,0,0,0,363139,Done ,466.12
803,The APP ART,,THEAPP-366,Feature,Done,13.11.2020 17:16,App ART Funnel|PCS|Pikachu|VICI|,,28.09.2021 09:33,Done ,2022-02-04 14:18:00,0,502518,45964,96459,0,0,0,393146,Done ,447.88
805,The APP ART,,THEAPP-363,Feature,Done,13.11.2020 17:01,App ART Funnel|PCS|Pikachu|,,22.07.2021 12:30,Done ,2022-05-17 13:03:00,0,366736,41960,383064,0,0,0,246342,Done ,549.83
806,The APP ART,,THEAPP-362,Feature,Done,13.11.2020 16:47,App ART Funnel|PCS|Pikachu|,,20.04.2021 15:57,Done ,2021-12-14 11:07:00,0,338700,110373,120823,0,0,0,468217,Done ,395.76
807,The APP ART,,THEAPP-361,Feature,Done,13.11.2020 16:42,App ART Funnel|PCS|Pikachu|,,28.03.2022 15:09,Done ,2022-03-28 15:09:00,0,719907,0,0,0,0,0,318216,Done ,499.94
808,The APP ART,,THEAPP-360,Feature,Done,13.11.2020 16:38,App ART Funnel|PCS|Pikachu|,,07.03.2022 09:59,Done ,2022-03-07 09:59:00,0,689361,0,0,0,0,0,348765,Done ,478.72
809,The APP ART,,THEAPP-359,Feature,Done,13.11.2020 13:47,App ART Funnel|PCS|Pikachu|,,25.02.2022 10:26,Done ,2022-02-25 10:26:00,0,675158,0,0,0,0,0,363139,Done ,468.86
813,The APP ART,,THEAPP-355,Feature,Done,13.11.2020 12:59,App ART Funnel|PCS|,,22.01.2021 10:56,Done ,2021-10-22 09:07:00,0,126456,201869,165360,0,0,0,544658,Done ,342.84
814,The APP ART,,THEAPP-354,Feature,Done,13.11.2020 12:44,App ART Funnel|PCS|,,22.01.2021 10:56,Done ,2021-08-10 08:27:00,0,116715,43288,228539,0,0,0,649817,Done ,269.82
815,The APP ART,,THEAPP-352,Feature,Done,12.11.2020 11:36,App ART Funnel|CR|VICI|,,16.03.2021 10:52,Done ,2021-07-08 07:18:00,31124,199660,69343,42332,0,0,0,697406,Done ,216.2
820,The APP ART,,THEAPP-343,Feature,Done,06.11.2020 11:08,P&S|,,06.11.2020 11:08,Done ,2021-04-27 16:12:00,17611,0,63310,38971,128089,0,0,800553,Done ,159.98
823,The APP ART,,THEAPP-338,Feature,Done,04.11.2020 12:58,P&S|Release 1.0|Release 2.0|Release 3.1|,,23.11.2020 11:44,Done ,2021-07-20 17:02:00,0,45765,114095,211900,0,0,0,679542,Done ,258.17
824,The APP ART,,THEAPP-337,Feature,Done,04.11.2020 12:10,App ART Funnel|P&S|PCS|,,10.02.2021 18:15,Done ,2021-08-24 12:58:00,0,158272,14725,248968,0,0,0,629386,Done ,293.03
827,The APP ART,,THEAPP-334,Feature,Done,28.10.2020 16:27,CR|,,02.11.2020 11:39,Done ,2021-04-27 15:56:00,0,6912,175903,77792,0,0,0,800568,Done ,180.98
828,The APP ART,,THEAPP-333,Feature,Done,28.10.2020 16:24,CR|,,02.11.2020 11:41,Done ,2021-06-08 10:52:00,0,6916,175911,137958,0,0,0,740393,Done ,222.77
831,The APP ART,,THEAPP-330,Feature,Done,27.10.2020 09:26,CR|,,27.10.2020 09:27,Done ,2020-11-20 17:13:00,0,0,0,35026,0,0,0,1028012,Done ,24.32
832,The APP ART,,THEAPP-329,Feature,Done,27.10.2020 09:26,CR|,,27.10.2020 09:26,Done ,2020-10-28 10:33:00,0,0,0,1506,0,0,0,1061531,Done ,1.05
833,The APP ART,,THEAPP-328,Feature,Done,27.10.2020 09:25,CR|,,27.10.2020 09:26,Done ,2020-11-20 17:05:00,0,0,0,35018,0,0,0,1028019,Done ,24.32
834,The APP ART,,THEAPP-327,Feature,Done,27.10.2020 09:24,CR|,,27.10.2020 09:25,Done ,2021-02-12 09:45:00,0,0,0,131262,0,24278,0,907499,Done ,91.15
835,The APP ART,,THEAPP-326,Feature,Done,27.10.2020 09:17,CR|,,27.10.2020 09:24,Done ,2021-03-23 14:10:00,0,7,122480,89484,0,0,0,851074,Done ,147.2
836,The APP ART,,THEAPP-325,Feature,Done,27.10.2020 09:15,CR|,,27.10.2020 09:15,Done ,2021-03-02 19:02:00,0,0,0,182026,0,0,0,881023,Done ,126.41
837,The APP ART,,THEAPP-324,Feature,Done,27.10.2020 09:12,CR|,,27.10.2020 09:14,Done ,2020-11-20 17:05:00,0,1,0,35030,0,0,0,1028020,Done ,24.33
841,The APP ART,,THEAPP-315,Feature,Done,21.10.2020 17:32,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|,,20.01.2021 15:29,Done ,2021-05-05 15:18:00,0,149517,29001,65153,38432,0,0,789086,Done ,195.9
844,The APP ART,,THEAPP-311,Feature,Done,20.10.2020 13:57,P&S|,,13.11.2020 08:55,Done ,2021-05-18 13:21:00,0,34259,178878,89226,0,0,0,770483,Done ,209.97
845,The APP ART,,THEAPP-310,Feature,Done,19.10.2020 09:34,Griffin|Mario|P&S|,,13.11.2020 08:57,Done ,2021-11-30 13:27:00,0,418004,87661,80644,0,0,0,488238,Done ,407.16
849,The APP ART,,THEAPP-303,Feature,Done,15.10.2020 09:20,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,03.11.2020 20:23,Done ,2021-09-29 10:31:00,0,28023,159627,284833,30145,0,0,577693,Done ,349.05
851,The APP ART,,THEAPP-292,Feature,Done,13.10.2020 18:15,P&S|,,13.10.2020 18:15,Done ,2020-11-16 10:38:00,0,0,0,21435,0,27067,0,1034167,Done ,14.89
854,The APP ART,,THEAPP-286,Feature,Done,12.10.2020 15:37,CR|,,12.10.2020 15:37,Done ,2021-06-14 13:51:00,0,1416,332518,18758,0,0,0,731574,Done ,244.92
855,The APP ART,,THEAPP-285,Feature,Done,12.10.2020 15:37,CR|,,12.10.2020 15:37,Done ,2021-06-08 10:56:00,0,1459,204447,137972,0,0,0,740389,Done ,238.8
856,The APP ART,,THEAPP-284,Feature,Done,12.10.2020 15:35,CR|,,12.10.2020 15:35,Done ,2021-04-14 14:42:00,0,30004,173248,61653,0,0,0,819363,Done ,183.96
858,The APP ART,,THEAPP-267,Feature,Done,06.10.2020 16:18,PCS|,,06.10.2020 16:19,Done ,2021-02-15 16:55:00,0,1,0,190114,0,0,0,902750,Done ,132.02
874,The APP ART,,THEAPP-220,Feature,Done,04.08.2020 20:25,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,14.09.2020 15:59,Done ,2021-02-17 17:07:00,100544,58773,76478,47684,0,0,0,899857,Done ,127.04
883,The APP ART,,THEAPP-206,Feature,Done,28.08.2020 15:51,App ART Funnel|Backend|Griffin|P&S|Release 4.0|,,14.09.2020 15:59,Done ,2022-05-12 08:59:00,437532,54986,69039,96180,237528,0,0,253785,Done ,317.87
884,The APP ART,,THEAPP-205,Feature,Done,17.06.2020 09:54,CR|,,14.09.2020 15:59,Done ,2020-12-14 08:50:00,99156,128525,25741,5709,0,0,0,993954,Done ,111.09
885,The APP ART,,THEAPP-204,Feature,Done,21.04.2020 13:59,App ART Funnel|P&S|Release 2.0|,,14.09.2020 15:59,Done ,2021-04-27 10:51:00,214668,210360,38598,70424,0,0,0,800873,Done ,221.79
886,The APP ART,,THEAPP-203,Feature,Done,24.02.2020 18:46,PCS|Pikachu|,,24.02.2020 19:01,Done ,2022-03-28 12:20:00,1098319,14,0,0,0,0,0,318384,Done ,0.01
890,The APP ART,,THEAPP-198,Feature,Done,14.04.2020 10:29,,,14.09.2020 15:59,Done ,2021-03-26 14:09:00,277810,220649,0,0,0,0,0,846755,Done ,153.23
896,The APP ART,,THEAPP-191,Feature,Done,21.04.2020 14:41,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.1|Skywalker|,,14.09.2020 15:59,Done ,2021-12-14 13:13:00,184298,228775,305387,148191,0,137,0,468091,Done ,473.86
898,The APP ART,,THEAPP-189,Feature,Done,24.02.2020 18:43,App ART Funnel|Release 3.0|Release 3.1|Stark|,,24.02.2020 19:01,Done ,2022-03-17 16:47:00,839255,41868,27012,154283,20342,0,0,333957,Done ,169.1
901,The APP ART,,THEAPP-186,Feature,Done,24.02.2020 18:33,Android|App ART Funnel|Design|Griffin|iOS|Release 3.1|Skywalker|Stromberg|,,24.02.2020 19:01,Done ,2022-08-05 22:38:00,758852,140712,149655,236942,0,0,0,130566,Done ,366.19
904,The APP ART,,THEAPP-183,Feature,Done,09.03.2020 18:12,CR|Release 1.0|Release 2.0|,,09.03.2020 18:13,Done ,2020-10-05 15:41:00,288158,15693,0,0,0,0,0,1092739,Done ,10.9
910,The APP ART,,THEAPP-175,Feature,Done,29.07.2020 15:20,,,14.09.2020 15:59,Done ,2021-06-11 12:08:00,388568,67719,0,0,0,0,0,735996,Done ,47.03
920,The APP ART,,THEAPP-142,Feature,Done,23.06.2020 10:53,P&S|Release 1.0|Release 2.0|,,23.06.2020 11:05,Done ,2020-06-29 17:40:00,0,12,9034,0,0,0,0,1235344,Done ,6.28
921,The APP ART,,THEAPP-141,Feature,Done,21.04.2020 14:21,P&S|Release 1.0|Release 2.0|,,15.06.2020 12:41,Done ,2020-06-24 17:47:00,0,79100,13265,0,0,0,0,1242538,Done ,64.14
922,The APP ART,,THEAPP-140,Feature,Done,23.06.2020 09:32,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:45,Done ,2020-06-25 09:45:00,0,2892,0,0,0,0,0,1241580,Done ,2.01
923,The APP ART,,THEAPP-138,Feature,Done,21.04.2020 17:14,P&S|Release 1.0|Release 2.0|,,21.04.2020 17:14,Done ,2020-06-29 17:38:00,0,0,90690,0,8692,0,0,1235346,Done ,69.02
924,The APP ART,,THEAPP-137,Feature,Done,16.06.2020 16:27,P&S|Release 1.0|Release 2.0|,,25.06.2020 09:26,Done ,2020-06-29 17:39:00,0,12538,6253,0,0,0,0,1235345,Done ,13.05
926,The APP ART,,THEAPP-135,Feature,Done,11.02.2020 16:43,Release 1.0|Release 2.0|,,11.02.2020 16:47,Done ,2020-03-05 16:03:00,20318,3,12757,0,0,0,0,1402481,Done ,8.86
927,The APP ART,,THEAPP-134,Feature,Done,06.03.2020 10:19,Release 1.0|Release 2.0|,,06.03.2020 10:19,Done ,2020-06-24 17:46:00,0,0,8646,128572,21627,0,0,1242539,Done ,110.31
931,The APP ART,,THEAPP-130,Feature,Done,11.02.2020 15:57,Release 1.0|Release 2.0|,,11.02.2020 15:57,Done ,2020-04-22 17:19:00,1346,0,18799,82175,0,68783,0,1264502,Done ,70.12
932,The APP ART,,THEAPP-129,Feature,Done,17.02.2020 16:48,Release 1.0|Release 2.0|,,17.02.2020 16:49,Done ,2020-04-02 16:34:00,24466,0,0,40318,0,0,0,1362131,Done ,28.0
935,The APP ART,,THEAPP-126,Feature,Done,11.02.2020 16:50,Release 1.0|Release 2.0|,,11.02.2020 16:50,Done ,2020-05-27 13:33:00,20078,0,239,62775,69348,18609,0,1264502,Done ,91.92
937,The APP ART,,THEAPP-124,Feature,Done,11.02.2020 16:45,Release 1.0|Release 2.0|,,11.02.2020 16:47,Done ,2020-03-27 16:22:00,10181,1,10139,44453,0,42,0,1370740,Done ,37.91
938,The APP ART,,THEAPP-121,Feature,Done,20.02.2020 11:09,Release 1.0|Release 2.0|,,25.02.2020 15:24,Done ,2020-02-25 15:24:00,0,7454,0,0,0,0,0,1415480,Done ,5.18
939,The APP ART,,THEAPP-120,Feature,Done,01.10.2019 15:57,Release 1.0|Release 2.0|,,13.12.2019 10:19,Done ,2020-02-25 15:32:00,0,104781,106873,0,0,0,0,1415472,Done ,146.98
942,The APP ART,,THEAPP-117,Feature,Done,01.10.2019 14:49,Release 1.0|Release 2.0|,,30.10.2019 21:23,Done ,2020-03-05 15:36:00,0,42153,19498,163033,0,0,0,1402508,Done ,156.03
943,The APP ART,,THEAPP-116,Feature,Done,01.10.2019 15:57,Release 1.0|Release 2.0|,,30.01.2020 16:17,Done ,2020-02-25 15:31:00,0,174259,37393,0,0,0,0,1415473,Done ,146.98
944,The APP ART,,THEAPP-115,Feature,Done,01.10.2019 15:03,Release 1.0|Release 2.0|,,04.12.2019 09:26,Done ,2020-04-08 12:14:00,0,91823,0,181606,0,19,0,1353731,Done ,189.88
947,The APP ART,,THEAPP-112,Feature,Done,01.10.2019 14:58,Release 1.0|Release 2.0|,,10.12.2019 13:41,Done ,2020-03-05 15:40:00,0,100722,73568,50389,0,0,0,1402504,Done ,156.03
948,The APP ART,,THEAPP-111,Feature,Done,01.10.2019 15:39,Release 1.0|Release 2.0|,,13.11.2019 10:22,Done ,2020-03-05 15:37:00,0,61602,0,163034,0,0,0,1402507,Done ,156.0
951,The APP ART,,THEAPP-94,Feature,Done,03.07.2020 13:36,,,28.08.2020 17:56,Done ,2021-03-26 13:14:00,0,80900,28462,273655,0,0,0,846810,Done ,265.98
954,The APP ART,,THEAPP-89,Feature,Done,11.08.2020 12:13,P&S|Release 1.0|Release 2.0|Release 3.1|Skywalker|,,11.08.2020 12:14,Done ,2022-05-31 12:10:00,0,27390,617786,302337,0,0,0,226235,Done ,658.0
955,The APP ART,,THEAPP-88,Feature,Done,12.08.2020 20:03,Lebowski|P&S|,,12.08.2020 20:03,Done ,2021-11-30 13:23:00,11320,19088,532204,120983,0,0,0,488242,Done ,466.86
956,The APP ART,,THEAPP-87,Feature,Done,23.04.2020 17:05,CR|,,30.04.2020 09:46,Done ,2021-02-08 09:48:00,0,9641,311330,97630,0,0,0,913257,Done ,290.7
960,The APP ART,,THEAPP-82,Feature,Done,24.02.2020 14:40,Griffin|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stark|,,24.02.2020 15:15,Done ,2022-08-05 22:30:00,30209,91945,887150,277082,0,0,0,130574,Done ,872.35
962,The APP ART,,THEAPP-80,Feature,Done,24.02.2020 15:03,P&S|Release 1.0|Release 2.0|Release 3.0|,,24.02.2020 15:15,Done ,2020-12-17 12:36:00,64636,11,362883,0,0,0,0,989409,Done ,252.01
966,The APP ART,,THEAPP-75,Feature,Done,10.07.2020 11:20,,,18.08.2020 18:49,Done ,2020-11-06 11:11:00,0,56609,42810,0,71931,0,0,1048533,Done ,118.99
967,The APP ART,,THEAPP-74,Feature,Done,24.02.2020 18:59,App ART Funnel|P&S|Release 1.0|Release 2.0|,,24.02.2020 19:01,Done ,2021-07-02 12:00:00,195362,2,321484,194089,0,0,0,705765,Done ,358.04
968,The APP ART,,THEAPP-73,Feature,Completed,24.02.2020 11:13,App ART Funnel|Backend|Griffin|Lebowski|P&S|Release 1.0|Release 2.0|Release 3.1|Release 3.2|,,24.02.2020 11:13,Done ,2021-12-14 10:58:00,63440,303314,318314,257838,6001,468226,0,32,Done ,614.91
969,The APP ART,,THEAPP-72,Feature,Done,24.02.2020 14:57,App ART Funnel|Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 3.2|Stark|,,24.02.2020 15:15,Done ,2022-05-06 09:19:00,14441,90668,823386,226042,0,0,0,262405,Done ,791.73
972,The APP ART,,THEAPP-69,Feature,Done,24.02.2020 14:14,App ART Funnel|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,2021-03-26 11:48:00,240270,60,329765,0,0,0,0,846894,Done ,229.05
973,The APP ART,,THEAPP-68,Feature,Done,16.07.2020 15:33,P&S|Release 3.0|Release 3.1|,,16.07.2020 15:36,Done ,2021-09-09 10:18:00,0,139552,152407,312521,0,0,0,606506,Done ,419.78
977,The APP ART,,THEAPP-64,Feature,Done,24.02.2020 18:54,P&S|Release 2.0|,,24.02.2020 19:01,Done ,2021-02-24 14:27:00,152108,7,276598,87996,0,10062,0,889938,Done ,253.2
979,The APP ART,,THEAPP-62,Feature,Done,24.02.2020 14:55,App ART Funnel|Backend|Griffin|Lebowski|P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,2022-02-08 13:06:00,152339,19,735851,130869,0,10409,0,387458,Done ,601.9
980,The APP ART,,THEAPP-61,Feature,Done,24.02.2020 15:17,P&S|Release 2.0|Release 3.0|Release 3.1|,,24.02.2020 19:01,Done ,2021-07-21 10:08:00,244874,223,243020,189812,60477,0,0,678516,Done ,342.73
981,The APP ART,,THEAPP-60,Feature,Done,18.06.2020 11:36,P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Skywalker|Stark|,,18.06.2020 11:36,Done ,2022-06-28 10:07:00,28621,73803,653509,309573,0,0,0,186037,Done ,720.06
982,The APP ART,,THEAPP-59,Feature,Done,24.02.2020 18:57,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 19:01,Done ,2021-07-21 10:08:00,244850,4,352483,140852,0,0,0,678516,Done ,342.6
984,The APP ART,,THEAPP-57,Feature,Done,24.02.2020 18:41,CR|,,24.02.2020 19:01,Done ,2020-10-28 15:10:00,152110,19,144135,59202,0,0,0,1061254,Done ,141.22
985,The APP ART,,THEAPP-56,Feature,Done,24.02.2020 15:12,P&S|Release 1.0|Release 2.0|Release 3.0|Release 3.1|Release 4.0|,,24.02.2020 15:15,Done ,2021-05-05 15:08:00,195589,3,201950,230293,0,0,0,789096,Done ,300.17
986,The APP ART,,THEAPP-55,Feature,Done,09.04.2020 14:07,,,17.12.2020 12:40,Done ,2020-12-17 12:40:00,0,362793,0,0,0,0,0,989404,Done ,251.94
987,The APP ART,,THEAPP-53,Feature,Done,24.02.2020 11:16,P&S|,,24.02.2020 15:14,Done ,2022-06-28 10:59:00,63199,238,204760,156717,0,806266,0,185985,Done ,251.19
988,The APP ART,,THEAPP-49,Feature,Done,12.02.2020 18:55,,,24.02.2020 19:23,Done ,2021-03-26 12:20:00,1207,17307,28905,539703,0,0,0,846864,Done ,406.89
989,The APP ART,,THEAPP-47,Feature,Done,23.01.2020 09:46,,,24.02.2020 19:22,Done ,2021-01-26 13:16:00,71539,46656,8607,404766,0,0,0,931769,Done ,319.46
990,The APP ART,,THEAPP-46,Feature,Done,23.06.2020 09:18,,,23.06.2020 09:19,Done ,2020-11-16 10:51:00,0,1,52395,90419,0,67502,0,1034165,Done ,99.18
991,The APP ART,,THEAPP-45,Feature,Done,22.06.2020 13:44,,,22.06.2020 13:52,Done ,2020-11-16 10:37:00,0,8,82392,120619,1,8470,0,1034167,Done ,140.99
992,The APP ART,,THEAPP-44,Feature,Done,11.02.2020 16:59,,,11.02.2020 17:01,Done ,2020-11-16 10:37:00,20304,2,223148,149450,0,8469,0,1034168,Done ,258.75
993,The APP ART,,THEAPP-43,Feature,Done,24.02.2020 09:15,,,24.02.2020 10:50,Done ,2020-11-16 10:37:00,1958,94,123331,227739,0,29995,0,1034167,Done ,243.86
994,The APP ART,,THEAPP-42,Feature,Done,19.12.2019 14:15,P&S|,,04.02.2020 09:33,Done ,2021-04-07 14:52:00,0,67398,11810,604828,0,0,0,829432,Done ,475.02
995,The APP ART,,THEAPP-41,Feature,Done,21.04.2020 16:40,,,21.05.2020 11:01,Done ,2020-11-16 10:38:00,0,42860,0,181452,8779,67504,0,1034166,Done ,161.87
996,The APP ART,,THEAPP-40,Feature,Done,01.10.2019 16:57,Release 1.0|Release 2.0|,,24.02.2020 09:11,Done ,2020-11-16 11:55:00,1832,209773,212979,168389,0,0,0,1034089,Done ,410.51
998,The APP ART,,THEAPP-38,Feature,Done,10.12.2019 13:17,P&S|,,10.12.2019 13:18,Done ,2021-03-05 15:47:00,0,0,174047,475541,0,0,0,876897,Done ,451.1
999,The APP ART,,THEAPP-34,Feature,Done,01.10.2019 17:04,BOD|Release 3.1|Release 4.0|,,25.02.2020 15:35,Done ,2020-06-10 11:39:00,0,211590,0,152404,420283,70770,0,772011,Done ,544.64
1000,The APP ART,,THEAPP-33,Feature,Done,01.10.2019 15:45,P&S|,,10.12.2019 14:39,Done ,2021-02-25 16:21:00,0,100733,0,337036,300984,0,0,888384,Done ,513.02
1001,The APP ART,,THEAPP-30,Feature,Done,07.07.2020 13:22,PCS|,,27.08.2020 16:47,Done ,2021-02-15 16:55:00,57554,116724,118035,29017,0,0,0,902750,Done ,183.18
1002,The APP ART,,THEAPP-29,Feature,Done,07.07.2020 14:53,PCS|,,27.08.2020 16:47,Done ,2021-02-15 16:55:00,57563,73553,0,190123,0,0,0,902749,Done ,183.11
1003,The APP ART,,THEAPP-28,Feature,Done,03.07.2020 14:04,P&S|Release 3.1|Release 4.0|,,18.08.2020 19:26,Done ,2021-03-03 13:36:00,0,66562,42773,221890,0,18666,0,879908,Done ,230.02
1005,The APP ART,,THEAPP-26,Feature,Done,07.07.2020 14:04,PCS|,,27.08.2020 16:47,Done ,2021-02-15 16:55:00,57537,73602,0,190150,0,0,0,902749,Done ,183.16
1006,The APP ART,,THEAPP-25,Feature,Done,07.07.2020 13:06,PCS|Pikachu|,,27.08.2020 16:47,Done ,2022-02-04 14:18:00,281715,271015,82325,172763,23130,0,0,393146,Done ,381.41
1007,The APP ART,,THEAPP-24,Feature,Done,09.04.2020 10:42,P&S|,,09.04.2020 10:43,Done ,2021-01-27 09:42:00,200049,0,153209,19845,48753,0,0,930543,Done ,154.03
1009,The APP ART,,THEAPP-22,Feature,Done,24.07.2020 08:47,CR|P&S|,,24.07.2020 08:55,Done ,2021-06-08 21:19:00,41474,8976,399095,10564,0,0,0,739765,Done ,290.72
1010,The APP ART,,THEAPP-21,Feature,Done,01.07.2020 16:38,CR|P&S|,,01.07.2020 16:38,Done ,2021-06-21 11:49:00,41441,29039,391426,49002,0,0,0,721615,Done ,326.02
1011,The APP ART,,THEAPP-20,Feature,Done,11.05.2020 14:21,Griffin|P&S|Release 2.0|Release 3.0|Release 3.1|Release 4.0|Stark|,,16.07.2020 15:41,Done ,2022-01-11 13:17:00,4471,586125,206917,70638,10178,0,0,427768,Done ,606.85
1012,The APP ART,,THEAPP-19,Feature,Done,07.07.2020 14:16,PCS|,,27.08.2020 16:47,Done ,2021-02-15 16:55:00,90509,83714,51650,95403,0,0,0,902749,Done ,160.25
1016,The APP ART,,THEAPP-13,Feature,Done,18.06.2020 11:58,,,18.06.2020 11:58,Done ,2020-11-16 10:38:00,0,0,59437,27370,0,130551,0,1034166,Done ,60.28
1017,The APP ART,,THEAPP-12,Feature,Done,11.02.2020 15:55,,,11.02.2020 15:55,Done ,2020-11-16 10:38:00,1348,0,18798,233358,0,147936,0,1034166,Done ,175.11
1018,The APP ART,,THEAPP-9,Feature,Done,24.08.2020 15:37,CR|,,25.08.2020 17:47,Done ,2020-10-28 15:04:00,0,1569,32799,59197,0,0,0,1061260,Done ,64.98
1019,The APP ART,,THEAPP-8,Feature,Done,24.08.2020 15:33,CR|,,25.08.2020 17:46,Done ,2020-10-28 15:04:00,0,1573,32793,59203,0,0,0,1061261,Done ,64.98
1022,The APP ART,,THEAPP-5,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,2021-01-26 13:11:00,0,1581,32799,188684,0,0,0,931774,Done ,154.91
1023,The APP ART,,THEAPP-4,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,2021-04-01 14:37:00,0,1582,32799,282370,0,0,0,838087,Done ,219.97
1024,The APP ART,,THEAPP-3,Feature,Done,24.08.2020 15:25,CR|,,25.08.2020 17:47,Done ,2021-01-26 13:17:00,0,1582,32793,188696,0,0,0,931767,Done ,154.91
1025,The APP ART,,THEAPP-1,Feature,Done,19.08.2020 11:04,CR|,,25.08.2020 17:46,Done ,2020-10-28 10:33:00,0,9042,32793,58932,0,0,0,1061531,Done ,69.98
